answer_id,question_id,answer_index,answer_pl,answer_en,answer_style,axis_primary_delta,axis_secondary_delta,hidden_parameter_delta,rarity_weight,comparison_insight_pl,comparison_insight_en,top_archetype,archetype_sum_check,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
TO99Q0018_A4,TO99Q0018,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.3,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,11,5,9,3,2,5,5,14,1,3,10,32
TO99Q0019_A1,TO99Q0019,1,Szukam odpowiedzi przez relację z lider.,I look for the answer through my relationship with a leader.,relational,1,0,2,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,5,11,27,8,3,1,17,3,3,3,6,13
TO99Q0019_A2,TO99Q0019,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.18,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,9,12,3,5,25,2,16,4,12,6,2,4
TO99Q0019_A3,TO99Q0019,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,4,6,10,5,4,13,3,11,5,25,9,5
TO99Q0019_A4,TO99Q0019,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,12,6,25,4,4,2,3,9,5,6,9,15
TO99Q0020_A1,TO99Q0020,1,"Szukam odpowiedzi przez relację z ktoś, kto zna Twoją przeszłość.",I look for the answer through my relationship with someone who knows your past.,relational,1,0,2,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,4,7,23,17,7,3,8,6,2,2,13,8
TO99Q0020_A2,TO99Q0020,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.18,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,12,7,4,3,21,6,5,6,13,5,5,13
TO99Q0020_A3,TO99Q0020,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,3,5,2,4,3,14,9,31,4,12,11,2
TO99Q0020_A4,TO99Q0020,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,23,6,11,4,4,3,6,6,10,2,16,9
TO99Q0021_A1,TO99Q0021,1,Szukam odpowiedzi przez relację z współpracownik.,I look for the answer through my relationship with a coworker.,relational,1,0,2,0.96,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,4,5,22,9,5,6,14,6,4,4,12,9
TO99Q0021_A2,TO99Q0021,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,0.99,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,15,6,3,2,31,4,7,5,11,6,4,6
TO99Q0021_A3,TO99Q0021,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.02,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,8,2,3,2,6,27,4,8,7,12,16,5
TO99Q0021_A4,TO99Q0021,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.05,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,10,4,13,3,11,5,2,3,4,5,28,12
TO99Q0022_A1,TO99Q0022,1,Szukam odpowiedzi przez relację z dziecko z pytaniem.,I look for the answer through my relationship with a child with a question.,relational,1,0,2,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,4,9,11,12,6,1,8,3,5,4,5,32
TO99Q0022_A2,TO99Q0022,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,12,9,5,2,26,5,3,4,13,5,12,4
TO99Q0022_A3,TO99Q0022,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,3,6,7,3,3,32,6,9,7,9,11,4
TO99Q0022_A4,TO99Q0022,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,11,3,9,3,4,6,7,5,14,5,23,10
TO99Q0023_A1,TO99Q0023,1,"Szukam odpowiedzi przez relację z ktoś, kto mówi prawdę za późno.",I look for the answer through my relationship with someone who tells the truth too late.,relational,1,0,2,1.19,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,2,2,15,28,4,9,16,3,5,2,5,9
TO99Q0023_A2,TO99Q0023,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.22,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,9,37,4,2,8,10,3,6,11,4,4,2
TO99Q0023_A3,TO99Q0023,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.24,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,1,4,4,5,14,15,11,4,21,16,2
TO99Q0023_A4,TO99Q0023,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.27,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,9,3,25,10,4,2,3,6,5,2,16,15
TO99Q0024_A1,TO99Q0024,1,Szukam odpowiedzi przez relację z nieznajomy.,I look for the answer through my relationship with a stranger.,relational,1,0,2,1.53,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,6,3,7,12,6,5,9,4,3,13,6,26
TO99Q0024_A2,TO99Q0024,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.56,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,32,13,1,3,9,1,8,2,15,5,6,5
TO99Q0024_A3,TO99Q0024,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,4,13,5,4,3,14,4,24,2,9,16,2
TO99Q0024_A4,TO99Q0024,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.61,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,13,4,24,14,4,4,4,4,3,5,10,11
TO99Q0025_A1,TO99Q0025,1,"Szukam odpowiedzi przez relację z osoba, której nie umiesz odmówić.",I look for the answer through my relationship with someone you struggle to refuse.,relational,1,0,2,1.51,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,11,2,30,14,4,6,10,2,4,5,3,9
TO99Q0025_A2,TO99Q0025,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.54,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,11,30,4,8,15,2,6,3,11,3,3,4
TO99Q0025_A3,TO99Q0025,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.56,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,3,2,3,1,16,3,10,3,25,16,15
TO99Q0025_A4,TO99Q0025,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.59,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,14,2,25,13,4,3,4,2,4,5,11,13
TO99Q0026_A1,TO99Q0026,1,Szukam odpowiedzi przez relację z członek rodziny.,I look for the answer through my relationship with a family member.,relational,1,0,2,1.59,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,6,5,29,12,2,6,9,9,2,3,3,14
TO99Q0026_A2,TO99Q0026,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.62,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,12,23,2,5,12,11,5,4,12,5,5,4
TO99Q0026_A3,TO99Q0026,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.65,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,12,4,2,5,4,12,5,26,5,14,9,2
TO99Q0026_A4,TO99Q0026,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.68,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,27,4,11,5,5,5,4,5,5,10,10,9
TO99Q0027_A1,TO99Q0027,1,Szukam odpowiedzi przez relację z dawny partner.,I look for the answer through my relationship with a former partner.,relational,1,0,2,1.32,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,5,9,29,10,4,11,5,2,4,5,13
TO99Q0027_A2,TO99Q0027,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.35,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,15,24,3,4,13,6,3,2,11,3,6,10
TO99Q0027_A3,TO99Q0027,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,3,2,6,6,8,11,5,28,6,9,14,2
TO99Q0027_A4,TO99Q0027,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,15,9,8,6,5,4,6,6,2,4,10,25
TO99Q0028_A1,TO99Q0028,1,Szukam odpowiedzi przez relację z dziecko z pytaniem.,I look for the answer through my relationship with a child with a question.,relational,1,0,2,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,6,2,14,14,8,4,27,4,2,1,3,15
TO99Q0028_A2,TO99Q0028,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,23,13,5,10,11,4,4,4,12,3,5,6
TO99Q0028_A3,TO99Q0028,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,1,3,3,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,2,5,9,3,6,11,6,14,2,24,14,4
TO99Q0028_A4,TO99Q0028,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,0,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,16,4,10,2,5,2,2,14,5,3,12,25
TO99Q0029_A1,TO99Q0029,1,Szukam odpowiedzi przez relację z przyjaciel.,I look for the answer through my relationship with a friend.,relational,1,0,2,1.47,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,5,11,12,28,2,6,9,3,5,1,3,15
TO99Q0029_A2,TO99Q0029,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,0,1.5,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,32,9,2,4,10,1,3,15,10,6,2,6
