id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category;canon_version;safety_label;statistic_source_label;allowed_actions;reveal_template_id;sensitivity_level;controversy_level;content_contract_status
TO99-P032;premium;question;standard;17;social;1;2;3;Czy wyżej cenisz lojalność czy szczerość?;binary;Lojalność | Szczerość;security;"{""security"": 2, ""emotion"": 2}";loyalty_truth;Hierarchia lojalności i prawdy zarejestrowana.;none;low;0.3;premium social mirror;community_reveal;low;none;hidden;answer_count;Kiedy lojalność i szczerość są w konflikcie, Twój wybór jest wzorcem.;"{""primary_percent"": 58, ""secondary_percent"": 42}";;;Do you value loyalty or honesty more?;Loyalty | Honesty;When loyalty and honesty conflict, your choice is a pattern.;Loyalty vs. truth hierarchy registered.;What you protect over what you reveal is a relational signal.;The Guardian;Social Mirror;values;TO99_ARCHETYPE_CANON_1.0;mild;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;3;2;migrated_needs_editorial_review
TO99-P033;premium;secret;epic;83;shadow;4;5;8;Co robisz, kiedy czujesz, że kogoś rozczarowujesz?;open;Kompensuję nadmiernie | Dystansuję się | Tłumaczę | Nic — po prostu żyję z tym;emotion;"{""emotion"": 5, ""security"": -3}";disappointment_response;Odpowiedź na rozczarowanie zarejestrowana.;none;medium;0.8;premium shadow;profile_fragment;high;none;hidden;answer_count;Wzorzec reagowania na rozczarowanie innych ujawnia Twój stosunek do aprobaty.;"{""primary_percent"": 36, ""secondary_percent"": 27}";;;What do you do when you feel like you are disappointing someone?;Overcompensate | Pull away | Explain myself | Nothing — I just live with it;How you respond to disappointing others reveals your approval pattern.;Disappointment response registered.;Your response to disappointing others is an approval signal.;The Anchor;Shadow Question;approval;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;5;migrated_needs_editorial_review
TO99-P034;premium;question;rare;46;future;2;4;6;Jak wyobrażasz sobie siebie za 10 lat — z ulgą czy ze strachem?;binary;Z ulgą | Ze strachem;change;"{""change"": 3, ""security"": -2}";future_tone;Ton przyszłościowy zarejestrowany.;none;low;0.5;premium future self;profile_fragment;medium;none;hidden;answer_count;Emocjonalne zabarwienie wyobraźni przyszłości jest wzorcem orientacji.;"{""primary_percent"": 47, ""secondary_percent"": 53}";;;How do you imagine yourself in 10 years — with relief or with fear?;With relief | With fear;The emotional tone of future imagination is an orientation pattern.;Future tone registered.;Whether you see your future with relief or fear reveals your present tension.;The Seeker;Future Self;orientation;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;3;migrated_needs_editorial_review
TO99-P035;premium;question;epic;74;memory;3;5;8;Które doświadczenie z przeszłości sprawiło, że stałeś się trudniejszy do skrzywdzenia?;open;Zdrada | Utrata | Rozczarowanie | Bycie niezrozumianym;security;"{""security"": 5, ""emotion"": -3}";hardening_event;Wydarzenie hartowania zarejestrowane.;none;medium;0.8;premium memory trace;profile_fragment;high;none;hidden;answer_count;Doświadczenia, które nas hartują, kształtują nasze granice.;"{""primary_percent"": 32, ""secondary_percent"": 24}";;;Which past experience made you harder to hurt?;A betrayal | A loss | A disappointment | Being misunderstood;Experiences that harden us shape our protective boundaries.;A hardening event was registered.;A specific experience built one of your current defenses.;The Guardian;Memory Trace;protection;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;4;migrated_needs_editorial_review
TO99-P036;premium;game;standard;23;object;1;2;4;Wybierz kolor, który opisuje Twój obecny nastrój wewnętrzny.;choice;Głęboki błękit | Ciepła czerwień | Neutralna szarość | Aktywna zieleń;emotion;"{""emotion"": 3, ""change"": 1}";mood_signal;Sygnał nastroju zarejestrowany.;none;low;0.3;premium object choice;profile_fragment;low;none;hidden;answer_count;Kolor wybrany intuicyjnie jest szybkim sygnałem stanu emocjonalnego.;"{""primary_percent"": 27, ""secondary_percent"": 24}";;;Choose a color that describes your current internal mood.;Deep blue | Warm red | Neutral grey | Active green;Intuitively chosen color is a rapid emotional state signal.;A mood signal was registered.;Your color choice is a current state indicator.;The Mirror;Object Choice;emotion;TO99_ARCHETYPE_CANON_1.0;mild;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;3;2;migrated_needs_editorial_review
TO99-P037;premium;riddle;epic;88;pattern;4;4;8;Co staje się wyraźniejsze, gdy próbujesz to ukryć?;choice;Strach | Pragnienie | Zamiar | Tożsamość;independence;"{""independence"": 4, ""security"": -2}";visibility_paradox;Paradoks widoczności zarejestrowany.;none;medium;0.8;premium pattern break;profile_fragment;high;none;hidden;answer_count;To, co ukrywamy, często staje się naszym najwyraźniejszym sygnałem.;"{""primary_percent"": 34, ""secondary_percent"": 27}";;;What becomes more visible the harder you try to hide it?;Fear | Desire | Intention | Identity;What we hide often becomes our clearest signal.;A visibility paradox was registered.;The thing you most want to hide becomes most apparent.;The Observer;Pattern Break;shadow;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;6;4;migrated_needs_editorial_review
TO99-P038;premium;secret;rare;56;shadow;3;4;7;Jak reagujesz, gdy ktoś jest dla Ciebie zbyt dobry?;open;Podejrzenie | Wdzięczność | Dystans | Ulga;security;"{""security"": -3, ""connection"": -2}";goodness_response;Odpowiedź na nadmierne dobro zarejestrowana.;none;low;0.6;premium shadow;profile_fragment;medium;none;hidden;answer_count;Wzorzec reagowania na nieoczekiwaną dobroć jest sygnałem zaufania.;"{""primary_percent"": 37, ""secondary_percent"": 28}";;;How do you react when someone is excessively kind to you?;Suspicion | Gratitude | Distance | Relief;The pattern of responding to unexpected kindness is a trust signal.;Response to excessive kindness registered.;How you receive unexpected goodness reveals your trust baseline.;The Mirror;Shadow Question;trust;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P039;premium;question;legendary;95;threshold;5;5;9;Czego nie chcesz tracić, nawet jeśli wiesz, że to Cię zatrzymuje?;open;Kontroli | Wyobrażenia o sobie | Relacji | Poczucia bezpieczeństwa;security;"{""security"": 6, ""change"": -5}";attachment_block;Blokada przywiązania zarejestrowana.;none;high;1.0;premium threshold legendary;profile_fragment;very_high;none;hidden;answer_count;Rzeczy, których nie możemy puścić, ujawniają nasze prawdziwe priorytety.;"{""primary_percent"": 41, ""secondary_percent"": 33}";;;What do you not want to lose even if you know it is holding you back?;Control | Self-concept | A relationship | A sense of safety;What we cannot let go of reveals our true priorities.;An attachment block was registered.;The thing holding you back is also something you treasure.;The Guardian;Threshold Card;attachment;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_legendary;7;5;migrated_needs_editorial_review
TO99-P040;premium;question;standard;26;social;1;2;3;Kiedy milczysz w grupie, co zwykle się za tym kryje?;open;Obserwowanie | Brak zainteresowania | Zmęczenie | Ocenianie;independence;"{""independence"": 3, ""connection"": -1}";silence_meaning;Znaczenie ciszy zarejestrowane.;none;low;0.3;premium social mirror;community_reveal;low;none;hidden;answer_count;To, co kryje się za ciszą, jest ważniejsze niż sama cisza.;"{""primary_percent"": 44, ""secondary_percent"": 31}";;;When you go silent in a group, what is usually behind it?;Observing | Lack of interest | Fatigue | Judging;What lies behind the silence matters more than the silence itself.;The meaning of your silence was registered.;Your silence in groups is purposeful, not empty.;The Observer;Social Mirror;identity;TO99_ARCHETYPE_CANON_1.0;mild;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;3;2;migrated_needs_editorial_review
TO99-P041;premium;question;rare;42;control;2;3;5;W ilu związkach jesteś teraz, gdzie ciężar komunikacji spoczywa głównie na Tobie?;choice;0 | 1-2 | 3-4 | Większość;connection;"{""connection"": -3, ""emotion"": 3}";communication_burden;Obciążenie komunikacyjne zarejestrowane.;none;low;0.5;premium control gate;profile_fragment;medium;none;hidden;answer_count;Asymetria komunikacji ujawnia Twój wzorzec troski.;"{""primary_percent"": 39, ""secondary_percent"": 28}";;;In how many relationships do you carry most of the communication weight?;0 | 1-2 | 3-4 | Most of them;Communication asymmetry reveals your care pattern.;Communication burden registered.;Who you carry in relationships reveals your relational stance.;The Anchor;Control Gate;attachment;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;4;3;migrated_needs_editorial_review
TO99-P042;premium;secret;epic;71;shadow;4;5;8;Co robiłeś, kiedy wiedziałeś, że to złe, ale robiłeś to mimo wszystko?;open;Kłamałem | Ignorowałem | Raniłem kogoś | Trwałem w czymś za długo;emotion;"{""emotion"": 6, ""security"": -2}";moral_override;Pominięcie moralne zarejestrowane.;none;medium;0.8;premium shadow;profile_fragment;high;none;hidden;answer_count;Moment, gdy wiemy i działamy wbrew wiedzy, ujawnia naszą prawdziwą hierarchię.;"{""primary_percent"": 35, ""secondary_percent"": 26}";;;What did you do when you knew it was wrong but did it anyway?;I lied | I ignored | I hurt someone | I stayed too long;The moment we know and act against knowing reveals our true hierarchy.;A moral override was registered.;You have acted against your own values before — and know it.;The Alchemist;Shadow Question;shadow;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;5;migrated_needs_editorial_review
TO99-P043;premium;question;standard;20;future;1;2;3;Jak reagujesz, gdy Twój plan się nie udaje?;choice;Natychmiast tworzę nowy | Analizuję co poszło nie tak | Dystansuję się | Odczuwam rozczarowanie;control;"{""control"": 2, ""emotion"": 2}";plan_failure;Odpowiedź na niepowodzenie planu zarejestrowana.;none;low;0.3;premium future self;community_reveal;low;none;hidden;answer_count;Odpowiedź na niepowodzenie planu jest sygnałem adaptacyjności.;"{""primary_percent"": 41, ""secondary_percent"": 29}";;;How do you respond when your plan fails?;I immediately make a new one | I analyze what went wrong | I detach | I feel disappointed;Response to plan failure is an adaptability signal.;Plan failure response registered.;Your response when plans break is a resilience signal.;The Pathfinder;Future Self;resilience;TO99_ARCHETYPE_CANON_1.0;mild;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;3;2;migrated_needs_editorial_review
TO99-P044;premium;question;epic;81;threshold;4;5;9;Co chciałeś powiedzieć komuś, ale nigdy tego nie zrobiłeś? Nie mów czemu — powiedz co.;open;Dziękuję | Przepraszam | Odejdź | Potrzebuję Cię;emotion;"{""emotion"": 7, ""connection"": 4}";unsaid_truth;Nienazwana prawda zarejestrowana.;none;high;0.9;premium threshold;profile_fragment;very_high;none;hidden;answer_count;Nienazwane rzeczy mają kształt.;"{""primary_percent"": 39, ""secondary_percent"": 28}";;;What did you want to say to someone but never did? Don't say why — say what.;Thank you | I'm sorry | Leave | I need you;Unsaid things have a shape.;An unsaid truth was registered.;The thing you left unsaid is still present in your pattern.;The Alchemist;Threshold Card;attachment;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;5;migrated_needs_editorial_review
TO99-P045;premium;riddle;rare;51;pattern;3;3;6;Co masz mniej po tym, jak to zachowujesz?;choice;Energia | Zaufanie | Cierpliwość | Sposobność;change;"{""change"": 3, ""security"": -2}";hoarding_cost;Koszt zachowywania zarejestrowany.;none;low;0.5;premium pattern break;profile_fragment;medium;none;hidden;answer_count;To, co tracimy zachowując, jest wzorcem trzymania się.;"{""primary_percent"": 36, ""secondary_percent"": 28}";;;What do you have less of after you keep it?;Energy | Trust | Patience | Opportunity;What we lose by keeping is a holding pattern.;A hoarding cost was registered.;Some things diminish through preservation.;The Observer;Pattern Break;change;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;3;migrated_needs_editorial_review
TO99-P046;premium;question;rare;59;social;2;4;6;Kiedy ostatnio ktoś cię zranił i nie powiedziałeś mu o tym?;choice;W ciągu tygodnia | W ciągu miesiąca | W ciągu roku | Nigdy — zawsze mówię;emotion;"{""emotion"": 4, ""independence"": 3}";hurt_silence;Wzorzec milczenia po zranieniu zarejestrowany.;none;low;0.6;premium social mirror;profile_fragment;medium;none;hidden;answer_count;To, co zatrzymujemy dla siebie po zranieniu, jest sygnałem granicy.;"{""primary_percent"": 44, ""secondary_percent"": 33}";;;When was the last time someone hurt you and you didn't say anything?;Within a week | Within a month | Within a year | Never — I always say;What we keep to ourselves after being hurt is a boundary signal.;A post-hurt silence pattern was registered.;Your silence after being hurt reveals how you handle pain.;The Guardian;Social Mirror;protection;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;3;migrated_needs_editorial_review
TO99-P047;premium;secret;epic;86;shadow;4;5;9;Jaką maskę nosisz najczęściej i kiedy ją zakładasz?;open;Pewności siebie | Spokoju | Siły | Szczęścia;security;"{""security"": 4, ""emotion"": -4}";mask_pattern;Wzorzec maski zidentyfikowany.;none;medium;0.9;premium shadow;profile_fragment;high;none;hidden;answer_count;Maska to strategia adaptacyjna, nie kłamstwo.;"{""primary_percent"": 29, ""secondary_percent"": 22}";;;What mask do you wear most often and when do you put it on?;Confidence | Calm | Strength | Happiness;A mask is an adaptive strategy, not a lie.;A mask pattern was identified.;You have identified the face you show when you need protection.;The Mirror;Shadow Question;shadow;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;5;migrated_needs_editorial_review
TO99-P048;premium;question;standard;24;control;1;2;3;Wolisz posiadać mniej opcji czy więcej?;binary;Mniej opcji | Więcej opcji;control;"{""control"": 3, ""curiosity"": -1}";option_preference;Preferencja liczby opcji zarejestrowana.;none;low;0.3;premium control gate;community_reveal;low;none;hidden;answer_count;Preferencja liczby opcji ujawnia tolerancję na złożoność.;"{""primary_percent"": 61, ""secondary_percent"": 39}";;;Do you prefer having fewer options or more?;Fewer options | More options;Option preference reveals tolerance for complexity.;Option preference registered.;How many choices you want reveals your relationship with complexity.;The Architect;Control Gate;structure;TO99_ARCHETYPE_CANON_1.0;mild;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;3;2;migrated_needs_editorial_review
