content_id,theme,theme_description,curiosity_security,logic_emotion,independence_belonging,observation_action,present_future,spontaneity_control,pragmatism_idealism,stability_transformation,nature_technology,creator_builder,emotional_intensity,privacy_level,vulnerability_level,contradiction_probe,shadow_probe,mask_core_probe,relationship_relevance,option_A_strength,option_B_strength,option_C_strength,option_D_strength
semantic_v3_q0456,moral_choice,Ethical tension and ideal/practical tradeoff,0.0855,0.1771,0.0575,0.0543,0.2748,0.1983,0.9843,0.1276,-0.1338,0.0697,0.395,0.429,0.406,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0457,attention_style,"Attention, novelty and depth",0.5709,0.1035,-0.0098,-0.4647,0.5468,-0.1703,0.1939,0.5567,0.3392,-0.5107,0.385,0.05,0.278,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0458,comfort_zone,"Stability, safety and familiar patterns",-0.3991,-0.0708,0.1116,-0.2693,-0.2126,0.5947,-0.0417,-0.4732,-0.2991,0.0614,0.164,0.391,0.237,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0459,digital_nature_tension,Digital life versus natural grounding,0.0089,0.1059,0.1103,-0.0817,0.2939,-0.0376,-0.0196,0.2233,1.0373,0.1301,0.207,0.192,0.202,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0460,identity_mask,"Self-presentation, masking and private core",0.2455,0.5425,0.2157,-0.1701,0.0788,-0.0367,0.2495,0.2274,-0.0539,-0.1689,0.669,0.551,0.631,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0461,risk_discovery,Curiosity vs security under uncertainty,0.923,-0.1031,-0.1444,0.0479,0.4735,-0.5487,0.1077,0.4942,0.036,0.0852,0.185,0.262,0.21,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0462,emotional_exposure,Emotional openness and disclosure,-0.007,0.8962,0.2377,0.0313,-0.0218,0.0503,0.3646,0.0996,-0.23,0.0456,0.901,0.836,0.88,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0463,belonging_autonomy,"Belonging, independence, social alignment",0.2578,-0.0153,1.1258,-0.1742,0.1851,0.0697,0.066,-0.1151,0.0161,0.0056,0.373,0.164,0.306,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0464,act_or_observe,Action versus observation,0.1154,-0.0193,0.0852,1.0511,0.2196,-0.1254,0.0943,0.1739,-0.142,0.1948,0.269,0.183,0.241,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0465,future_orientation,Future planning and long-range identity,0.2009,0.0067,-0.0589,0.0657,0.9696,0.3024,0.3494,0.18,0.1479,0.1829,0.383,0.365,0.377,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0466,control_spontaneity,"Control, planning, certainty",-0.0969,-0.0399,-0.0766,0.1121,0.2397,0.9418,-0.2596,-0.3454,0.0546,0.1513,0.198,0.274,0.222,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0467,values_idealism,Pragmatism versus ideals,0.2254,0.316,0.0778,0.0581,0.1486,-0.038,0.8588,0.2967,-0.1687,-0.0665,0.468,0.237,0.394,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0468,change_stability,Transformation versus stability,0.4502,-0.0837,0.0097,0.0946,0.3186,-0.3814,0.1766,0.7542,0.177,-0.1633,0.405,0.366,0.393,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0469,nature_technology,"Nature, technology and attention direction",-0.1101,-0.1092,0.1021,0.0833,0.2407,-0.009,-0.0417,0.0585,1.0705,0.202,0.246,0.05,0.183,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0470,creator_builder,Ideas versus execution,0.2602,-0.011,0.1241,0.19,0.362,0.2774,0.1027,0.0846,0.2001,0.902,0.096,0.266,0.15,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0471,taboo_private,Private self-disclosure,0.2014,0.4829,0.2481,0.0411,0.2668,0.191,0.2922,0.2312,0.1513,-0.0707,0.502,0.913,0.634,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0472,contradiction_probe,Conflict between declared and behavioral identity,0.0872,0.4468,-0.1358,0.127,0.3368,0.1632,0.1659,0.2291,-0.0718,0.0525,0.449,0.52,0.472,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0473,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.1931,0.6056,0.5742,0.0625,0.2271,0.3982,0.1291,-0.214,-0.0777,0.0146,0.452,0.74,0.544,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0474,solitude_social_energy,"Solitude, belonging and social recovery",0.145,0.1376,0.4736,-0.3704,-0.0369,0.2064,0.1202,-0.1468,0.0356,-0.1598,0.18,0.49,0.279,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0475,execution_pressure,"Pressure, performance and follow-through",-0.0792,-0.3058,-0.0053,0.7122,0.2179,0.4462,-0.2665,-0.0157,0.2335,0.8595,0.322,0.422,0.354,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0476,moral_choice,Ethical tension and ideal/practical tradeoff,0.13,0.3617,0.2163,0.2768,0.1629,0.0688,1.1489,-0.0567,-0.1732,0.2317,0.546,0.21,0.438,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0477,attention_style,"Attention, novelty and depth",0.6201,0.1554,0.0616,-0.3473,0.3317,-0.0813,0.2886,0.3216,0.263,-0.1863,0.363,0.28,0.336,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0478,comfort_zone,"Stability, safety and familiar patterns",-0.8063,0.1049,0.1672,-0.2043,-0.4034,0.5527,-0.1758,-1.0418,-0.196,0.2037,0.186,0.429,0.264,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0479,digital_nature_tension,Digital life versus natural grounding,0.0425,-0.0809,0.2744,-0.0843,0.2858,0.1659,0.0194,-0.0066,0.7879,0.0838,0.298,0.431,0.341,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0480,identity_mask,"Self-presentation, masking and private core",0.1553,0.3607,0.3323,0.0155,0.0357,0.4409,0.1923,0.1177,-0.0206,-0.0036,0.492,0.599,0.526,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0481,risk_discovery,Curiosity vs security under uncertainty,1.1238,-0.0742,0.0875,0.1739,0.5732,-0.4652,0.0503,0.6754,-0.1186,0.0267,0.247,0.133,0.211,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0482,emotional_exposure,Emotional openness and disclosure,0.0472,0.8567,0.3268,-0.2379,0.0428,0.0022,0.3742,0.0224,-0.1934,-0.0744,0.651,0.449,0.586,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0483,belonging_autonomy,"Belonging, independence, social alignment",0.115,0.2658,0.9145,0.0632,-0.0198,0.3783,0.0676,-0.2102,-0.1411,-0.1433,0.334,0.05,0.243,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0484,act_or_observe,Action versus observation,0.0311,0.0328,0.2885,0.8343,0.1561,-0.0967,0.2428,-0.0748,-0.1032,0.2029,0.21,0.517,0.308,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0485,future_orientation,Future planning and long-range identity,0.2513,0.0811,0.1561,0.1039,0.8116,0.25,0.1585,0.2179,0.2312,0.2894,0.455,0.417,0.443,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0486,control_spontaneity,"Control, planning, certainty",-0.1306,0.0066,0.1415,0.0171,0.1012,1.1511,-0.1339,-0.4063,-0.0152,0.1263,0.403,0.311,0.374,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0487,values_idealism,Pragmatism versus ideals,0.2107,0.1175,0.025,-0.1001,0.0157,0.1123,0.9177,0.2353,-0.3222,-0.2066,0.432,0.105,0.327,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0488,change_stability,Transformation versus stability,0.2731,-0.0104,0.1634,0.0004,0.2706,-0.3917,0.2948,1.0186,0.1418,-0.0203,0.355,0.201,0.306,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0489,nature_technology,"Nature, technology and attention direction",0.065,-0.2369,-0.0389,-0.0936,0.1557,-0.0548,-0.0648,0.0327,1.0533,0.2969,0.476,0.45,0.468,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0490,creator_builder,Ideas versus execution,0.091,-0.1086,0.1454,0.1244,0.4956,0.0584,0.1636,0.0999,0.0919,0.8028,0.423,0.215,0.356,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0491,taboo_private,Private self-disclosure,0.1781,0.7276,0.1839,-0.0504,-0.0135,0.4271,0.1978,0.2173,-0.0286,-0.0403,0.481,0.76,0.57,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0492,contradiction_probe,Conflict between declared and behavioral identity,0.1142,0.4121,-0.0188,0.0311,0.2295,0.3292,0.3642,0.3876,0.0721,-0.0441,0.476,0.415,0.456,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0493,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.0348,0.6836,0.7044,-0.0159,0.2672,0.2933,0.399,-0.2226,-0.1575,0.0851,0.493,0.76,0.578,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0494,solitude_social_energy,"Solitude, belonging and social recovery",0.0484,0.1477,0.7154,-0.3669,0.0849,0.2748,0.0269,-0.1552,0.0155,-0.1107,0.178,0.441,0.262,1,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0495,execution_pressure,"Pressure, performance and follow-through",-0.0186,-0.4791,-0.2506,0.842,0.3947,0.6283,-0.3863,-0.2008,0.3172,0.749,0.659,0.529,0.617,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0496,moral_choice,Ethical tension and ideal/practical tradeoff,0.0231,0.3527,0.2024,0.1054,0.2463,0.1827,0.8719,-0.0167,-0.1456,0.1488,0.294,0.338,0.308,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0497,attention_style,"Attention, novelty and depth",0.7058,-0.1249,-0.1075,-0.4789,0.3483,-0.1973,0.1864,0.3804,0.1382,-0.2461,0.354,0.578,0.426,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0498,comfort_zone,"Stability, safety and familiar patterns",-0.5477,0.08,0.2922,-0.1551,-0.2131,0.5486,-0.0574,-0.8447,-0.0944,0.2533,0.394,0.211,0.335,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0499,digital_nature_tension,Digital life versus natural grounding,0.1123,-0.0565,-0.2216,-0.0456,0.0834,0.0134,-0.1694,0.1911,0.8993,0.3526,0.13,0.175,0.144,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0500,identity_mask,"Self-presentation, masking and private core",0.1444,0.4566,0.1943,0.0234,0.133,0.0146,0.342,0.3161,-0.0968,-0.0721,0.631,0.469,0.579,1,1,1,0,1.0,0.36,-0.36,-1.0
